0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.4226895567776138, 0.5869438219752874, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.9310757885884794, 0.7614826005183634, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.6984126477276682, 0.5869438219752874, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.6169685981711657, 0.5869438219752874, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.9310757885884794, 0.7304445618597235, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.25373280159762823, 0.6169685981711657, 0.5869438219752874, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.4226895567776138, 0.5869438219752874, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.4226895567776138, 0.9134927770474299, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.6169685981711657, 0.7614826005183634, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.6169685981711657, 0.7614826005183634, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.9128518893940584, 0.3383680738360155, 0.9134927770474299, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.9128518893940584, 0.4226895567776138, 0.5869438219752874, 0.04369354680040316
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.4226895567776138, 0.2703857247354139, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.4226895567776138, 0.7304445618597235, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.9310757885884794, 0.7304445618597235, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.3383680738360155, 0.7304445618597235, 0.04369354680040316
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.4226895567776138, 0.5869438219752874, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.25373280159762823, 0.9310757885884794, 0.7614826005183634, 0.04369354680040316
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.4226895567776138, 0.2703857247354139, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.6984126477276682, 0.9134927770474299, 0.04369354680040316
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.6169685981711657, 0.7304445618597235, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.9128518893940584, 0.6984126477276682, 0.7304445618597235, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.9128518893940584, 0.3383680738360155, 0.7614826005183634, 0.04369354680040316
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.6984126477276682, 0.2703857247354139, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.9310757885884794, 0.7614826005183634, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.4226895567776138, 0.2703857247354139, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.25373280159762823, 0.4226895567776138, 0.5869438219752874, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.6984126477276682, 0.5869438219752874, 0.06311617522444746
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.4646313036167071, 0.3383680738360155, 0.9134927770474299, 0.04369354680040316
100, 100, 100, 200, 200, 200, 0, -500, 0 , 400 , 0.17679016744351783, 0.9980013250365076, 0.47329903356767844, 0.368895464296079
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.9128518893940584, 0.4226895567776138, 0.7304445618597235, 0.04369354680040316
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.4226895567776138, 0.7304445618597235, 0.06780098767615228
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.3383680738360155, 0.7304445618597235, 0.04369354680040316
100, 100, 100, 200, 100, 200, 0, -500, 0 , 300 , 0.016441216301480432, 0.6169685981711657, 0.2703857247354139, 0.04369354680040316
100, 100, 100, 200, 200, 200, 0, -500, 0 , 400 , 0.17679016744351783, 0.9980013250365076, 0.47329903356767844, 0.368895464296079
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.06252293039487711, 0.4226895567776138, 0.7614826005183634, 0.06251677931489352
0, 100, 100, 200, 100, 200, 0, -500, 0 , 200 , 0.016441216301480432, 0.6984126477276682, 0.7614826005183634, 0.06251677931489352
